,Popularity,Country/ Region,Term,Full Form | Definition | Meaning,Main Category,Subcategory
21417,90,Worldwide, WISE , Wide-field Infrared Survey Explorer ,Academic & Science,Astronomy & Space Science
21418,60,Worldwide, WISP , Wireless Internet Service Provider ,Computing,Internet
21419,30,Worldwide, WISP , Wireless Identification and Sensing Platform ,Technology,Robotics & Automation
21420,20,Worldwide, WISP , Wang Interchange Source Processor ,Computing,Software & Applications
21421,30,Worldwide, WITSML , Wellsite Information Transfer Standard Markup Language ,Technology,Specifications & Standards
21422,60,Worldwide, WL , Working level ,Academic & Science,Units
21423,50,Worldwide, WL , Weight Loss ,Medical,Anatomy & Physiology
21424,30,India, WL , Waiting List ,Transport & Travel,Rail Transport
21425,10,Worldwide, WL , WanderLust ,Computing,Software & Applications
21426,80,Worldwide, WLAN , Wireless Local Area Network ,Computing,Networking
21427,60,Worldwide, WLL , Wireless Local Loop ,Technology,Communication
21428,50,Worldwide, WLL , Working Load Limit  ,Academic & Science,Units
21429,40,United Kingdom, WLL , West London Line ,Transport & Travel,Rail Transport
21430,40,Worldwide, WLL , With Limited Liability ,Business,Companies & Corporations
21431,10,Worldwide, WLL , Wikipedia Loves Libraries ,Associations & Organizations,Conferences & Events
21432,60,Worldwide, WLS , Weight Loss Surgery ,Medical,Treatments & Procedures
21433,50,Worldwide, WLS , WebLogic Server ,Computing,Software & Applications
21434,40,Worldwide, WLS , West Lose Subtract ,Academic & Science,History & Geography
21435,30,Worldwide, WLS , Weighted Least Squares ,Academic & Science,Mathematics
21436,30,United States, WLS , Wisconsin Lutheran Seminary ,Society & Culture,Religion & Spirituality
21437,30,Worldwide, WLS , White Light Scanner ,Technology,Instruments & Devices
21438,30,United States, WLS , Westchester Library System ,Regional,Buildings & Landmarks
21439,30,United Kingdom, WLS , West London Synagogue ,Associations & Organizations,Religious Organizations
21440,30,United States, WLS , Whittier Law School ,Academic & Science,Universities & Institutions
21441,30,Wallis And Futuna, WLS , Hihifo Airport ,Transport & Travel,Airport Codes
21442,40,Worldwide, WLTP , Worldwide-Harmonized Light-Duty Vehicles Test Procedure ,Transport & Travel,Land Transport
21443,100,Worldwide, WMA , Windows Media Audio ,Computing,Codec
21444,40,India, WMA , Ways and Means Advances ,Governmental,Rules & Regulations
21445,40,Worldwide, WMA , World Medical Association ,Associations & Organizations,Medical Organizations
21446,30,United States, WMA , William Morris Agency ,Business,Companies & Corporations
21447,30,Canada, WMA , War Measures Act ,Governmental,Law & Legal
21448,20,United Kingdom, WMA , Weights and Measures Act ,Governmental,Law & Legal
21449,30,Worldwide, WMAP , Wilkinson Microwave Anisotropy Probe ,Academic & Science,Astronomy & Space Science
21450,80,Worldwide, WMD , Weapons of Mass Destruction ,Governmental,Weapons & Forces
21451,40,Worldwide, WMIC , Windows Management Instrumentation Commandline ,Computing,Software & Applications
21452,30,United Kingdom, WMIC , Wolfson Molecular Imaging Centre ,Academic & Science,Universities & Institutions
21453,30,Worldwide, WMIC , Wireless Mobile Interface Card ,Computing,Networking
21454,20,United States, WMIC , Wireless MICrophone ,News & Entertainment,TV & Radio
21455,40,Worldwide, WML , Wireless Markup Language ,Computing,Programming & Development
21456,30,Worldwide, WML , Website Meta Language ,Computing,Internet
21457,20,Worldwide, WML , Wesnoth Markup Language ,Computing,Games & Entertainment
21458,20,Madagascar, WML , Malaimbandy Airport ,Transport & Travel,Airport Codes
21459,20,United Kingdom, WML , Waste Management Licensing Regulations ,Governmental,Rules & Regulations
21460,20,Worldwide, WML , White Matter Lesion ,Medical,Diseases & Conditions
21461,100,Worldwide, WMP , Windows Media Player ,Computing,Software & Applications
21462,100,Worldwide, WMV , Windows Media Video ,Computing,File Extensions
21463,70,Worldwide, WNA , World Nuclear Association ,Associations & Organizations,Governmental Organizations
21464,70,Worldwide, Wolfram Alpha ," named after its founder, Stephen Wolfram ",Computing,Websites
21465,70,Worldwide, WOM , Word Of Mouth ,Regional,Community
21466,80,Worldwide, WORM ," Write-Once, Read-Many ",Computing,Data Storage 
21467,10,Worldwide, WORM , Workshop on Ontologies: Reasoning and Modularity ,Associations & Organizations,Conferences & Events
21468,90,Worldwide, WoW , World of Warcraft ,Computing,Games & Entertainment
21469,80,Worldwide, WOW , Windows on Windows ,Computing,Software & Applications
21470,50,United States, WOW , Willow Airport ,Transport & Travel,Airport Codes
21471,50,Israel, WOW , Women of the Wall ,Associations & Organizations,Regional Organizations
21472,90,Worldwide, WP , WordPress ,Computing,Internet
21473,80,United States, WP , Washington Post ,News & Entertainment,Journals & Publications
21474,70,Worldwide, WP , Word Processing ,Computing,Software & Applications
21475,50,Worldwide, WP , Waterproof ,Technology,Tech Terms
21476,50,Worldwide, WP , Winning Percentage ,Sports & Games,Racing Sports
21477,40,Sri Lanka, WP , Western Province ,Regional,Provinces
21478,40,Worldwide, WP , White Phosphorus ,Academic & Science,Chemistry
21479,40,Worldwide, WP , Writ Petition ,Governmental,Law & Legal
21480,90,Worldwide, WPA , Wi-Fi Protected Access ,Computing,Protocols
21481,60,United States, WPB , West Palm Beach ,Regional,Towns & Cities
21482,40,Bangladesh, WPB , Workers Party of Bangladesh ,Governmental,Politics
21483,40,Madagascar, WPB , Port Berge Airport ,Transport & Travel,Airport Codes
21484,30,Worldwide, WPB , Waste Paper Basket ,Miscellaneous,Stationery
21485,20,United States, WPB , War Production Board ,Governmental,Departments & Agencies
21486,20,Belgium, WPB , Workers’ Party of Belgium ,Governmental,Politics
21487,20,Worldwide, WPB , Weibel-Palade Bodies ,Medical,Anatomy & Physiology
21488,90,Worldwide, WPF , Windows Presentation Foundation ,Computing,Programming & Development
21489,20,Netherlands, WPF , World Population Foundation ,Associations & Organizations,Regional Organizations
21490,20,United States, WPF , William Penn Foundation ,Associations & Organizations,Regional Organizations
21491,20,Worldwide, WPF , World Puzzle Federation ,Associations & Organizations,Sports & Recreation Organizations
21492,10,Sri Lanka, WPF , Western People’s Front ,Governmental,Politics
21493,10,Worldwide, WPF , Wolf Preservation Foundation ,Associations & Organizations,Animal Welfare
21494,10,Worldwide, WPF , World Pump Festival ,Associations & Organizations,Conferences & Events
21495,50,Worldwide, WPI , Wholesale Price Index ,Business,Business Terms
21496,40,Worldwide, WPI , Whey Protein Isolate ,Society & Culture,Food & Drink
21497,40,United States, WPI , Worcester Polytechnic Institute ,Academic & Science,Universities & Institutions
21498,30,United States, WPI , World Policy Institute ,Associations & Organizations,Regional Organizations
21499,20,Worldwide, WPI , Weather Protected Type I ,Academic & Science,Electrical
21500,20,Worldwide, WPI , Wraps Per Inch ,Society & Culture,Fashion & Lifestyle
21501,20,United States, WPI , Women & Politics Institute ,Academic & Science,Universities & Institutions
21502,60,Worldwide, WPM , Words Per Minute ,Computing,Programming & Development
21503,40,Worldwide, WPM , Wheaton Precious Metals ,Business,Companies & Corporations
21504,40,Worldwide, WPM , Weighted Product Model ,Academic & Science,Mathematics
21505,40,Worldwide, WPM , Wood Packaging Material ,Business,Business Terms
21506,30,United States, WPM , Windermere Property Management ,Business,Companies & Corporations
21507,30,Worldwide, WPM , Water Point Mapping ,Technology,Tech Terms
21508,20,Worldwide, WPM , World Pantheist Movement ,Associations & Organizations,Religious Organizations
21509,20,United States, WPM , World Patent Marketing ,Business,Companies & Corporations
21510,100,Worldwide, WPS , Wi-Fi Protected Setup ,Computing,Security
21511,50,United States, WPU , William Paterson University ,Academic & Science,Universities & Institutions
21512,40,United States, WPU , William Pitt Union ,Regional,Buildings & Landmarks
21513,40,United States, WPU , William Penn University ,Academic & Science,Universities & Institutions
21514,30,United States, WPU , William Peace University ,Academic & Science,Universities & Institutions
21515,30,Philippines, WPU , Western Philippines University ,Academic & Science,Universities & Institutions
21516,30,Worldwide, WPU , Water Treatment Unit  ,Technology,Instruments & Devices
21517,30,Chile, WPU , Guardia Marina Zañartu Airport ,Transport & Travel,Airport Codes
21518,80,Worldwide, WRC , World Rally Championship ,Sports & Games,Racing Sports
21519,50,Worldwide, WRC , World Radiocommunication Conference ,Associations & Organizations,Conferences & Events
21520,40,Worldwide, WRC , World Rally Car ,Sports & Games,Racing Sports
21521,40,United Kingdom, WRC , Water Research Centre ,Business,Companies & Corporations
21522,40,Canada, WRC , White Ribbon Campaign ,Associations & Organizations,Religious Organizations
21523,40,United States, WRC , Worker Rights Consortium ,Associations & Organizations,Regional Organizations
21524,40,Worldwide, WRC , WAVE Regulatory Complex ,Medical,Biochemistry
21525,10,United Kingdom, WRC , War Reserve Constable ,Governmental,Police
21526,100,Worldwide, WRT , With Respect To ,Miscellaneous,Chat & Messaging
21527,40,Worldwide, WSD , Word Sense Disambiguation ,Computing,Programming & Development
21528,30,Hong Kong, WSD , Water Supplies Department ,Governmental,Departments & Agencies
21529,30,Worldwide, WSD , White Spot Disease ,Animal Kingdom,Aquatic Life
21530,30,Worldwide, WSD , Web Services for Devices ,Computing,Protocols
21531,30,New Zealand, WSD , Wanganui School of Design ,Academic & Science,Universities & Institutions
21532,20,Worldwide, WSD , Working Stress Design ,Academic & Science,Architecture & Constructions
21533,10,United States, WSD , Whitnall School District ,Academic & Science,Universities & Institutions
21534,100,United States, WSJ , Wall Street Journal ,News & Entertainment,Journals & Publications
21535,20,United States, WSJ , San Juan Seaplane Base ,Transport & Travel,Airport Codes
21536,20,Japan, WSJ , Weekly Shōnen Jump ,News & Entertainment,Journals & Publications
21537,90,Worldwide, WTC , World Trade Center ,Regional,Buildings & Landmarks
21538,30,Worldwide, WTF , Work Time Fun ,Computing,Games & Entertainment
21539,20,United States, WTF , Williamstown Theatre Festival ,Associations & Organizations,Conferences & Events
21540,20,Worldwide, WTF , World Taekwondo Federation ,Sports & Games,Martial Arts
21541,30,Worldwide, WTFU , Where’s The Fair Use? ,Miscellaneous,Chat & Messaging
21542,80,Worldwide, WTH , What the Hell ,Miscellaneous,Chat & Messaging
21543,90,Worldwide, WTO , World Trade Organization ,Associations & Organizations,International Orgaizations
21544,30,Worldwide, WTP , Water Treatment Plant ,Technology,Tech Terms
21545,30,Worldwide, WTP , Willingness To Pay ,Business,Business Terms
21546,10,Worldwide, WTP , Wireless Transaction Protocol ,Computing,Protocols
21547,10,Worldwide, WTP , Web Tools Platform ,Computing,Programming & Development
21548,10,Papua New Guinea, WTP , Woitape Airport ,Transport & Travel,Airport Codes
21549,10,India, WTP , World Trade Park ,Regional,Buildings & Landmarks
21550,10,Worldwide, WVFRM , WaVeFoRM ,Computing,Internet
21551,60,Worldwide, WWDC , World Wide Developers Conference ,Associations & Organizations,Conferences & Events
21552,20,United States, WWDC , Wyoming Water Development Commission ,Governmental,Departments & Agencies
21553,90,Worldwide, WWE , World Wrestling Entertainment ,Business,Companies & Corporations
21554,90,Worldwide, WWF , World Wildlife Fund  ,Associations & Organizations,International Orgaizations
21555,100,Worldwide, WWW , World Wide Web ,Computing,Internet
21556,50,United States, WWW , Wild Wild West ,News & Entertainment,Movies & Film
21557,30,United States, WWW , Wolverine World Wide ,Business,NYSE Symbols
21558,30,Worldwide, WWWW , World Wide Web Worm ,Computing,Internet
21559,50,Worldwide, WYM , What You Mean ,Miscellaneous,Chat & Messaging
21560,50,Worldwide, WYSIWYG , What You See Is What You Get ,Computing,Software & Applications
21561,20,Worldwide, WYSIWYS , What You See Is What You Sign ,Computing,Security
21562,70,Worldwide, X-ray , named it X-radiation to signify an unknown type of radiation (X represents the “unknown” in math) ,Academic & Science,Physics
21563,90,Worldwide, x64 , 64-bit version of the x86 instruction set ,Computing,General Computing
21564,70,Worldwide, x86 , generic name for Intel processors released after the original 8086 processor ,Computing,General Computing
21565,40,Worldwide, xACT , X Audio Compression Toolkit ,Computing,Software & Applications
21566,60,Worldwide, XAML , eXtensible Application Markup Language ,Computing,Programming & Development
21567,70,Worldwide, XAMPP ," X (cross plaftorm), Apache, MySQL, PHP, Perl ",Computing,Programming & Development
21568,50,India, XAT , Xavier Aptitude Test ,Academic & Science,Exams & Tests
21569,80,Worldwide, XBL , XML Binding Language ,Computing,Programming Languages
21570,90,Worldwide, Xbox , shortened from DirectX box ,Computing,Games & Entertainment
21571,50,Worldwide, XBRL , eXtensible Business Reporting Language ,Business,Finance
21572,40,Worldwide, xDSL , X (any type of) Digital Subscriber Line ,Technology,Communication
21573,70,Worldwide, Xerox , from the term Xerography means “dry writing” ,Business,Companies & Corporations
21574,30,Worldwide, XGA , Extended Graphics Array ,Technology,Display & Graphics
21575,60,Worldwide, XHR , XMLHttpRequest ,Computing,Internet
21576,40,Worldwide, XHTML , EXtensible HyperText Markup Language ,Computing,Programming & Development
21577,80,Worldwide, Xiaomi , Xiao + Mi ,Business,Companies & Corporations
21578,50,India, XIMB ," Xavier Institute of Management, Bhubaneswar ",Academic & Science,Universities & Institutions
21579,10,India, XIME , Xavier Institute of Management and Entrepreneurship ,Academic & Science,Universities & Institutions
